smiles,AR,rationale,rationale_score
['Clc1ccc2Sc3ccccc3N(C(=O)CCN4CCN5CCCC5C4)c2c1'],0.200,,
['N#Cc1ccncc1'],0.096,,
['CC(=O)OCCCCCCCCC=C'],0.041,,
['Cc1ccc(cc1NC(=O)c2cccc(NC(=O)Nc3cccc(c3)C(=O)Nc4cc(ccc4C)C(=O)Nc5ccc(c6cc(cc(c56)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)c2)C(=O)Nc7ccc(c8cc(cc(c78)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O'],0.099,,
['O=C1CCCCC1C2CCCCC2'],0.168,,
['OC(=O)c1cc(O)c(O)c(O)c1'],0.125,,
['CC(=O)OO'],0.010,,
['CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c5occc5)C(=O)CCl'],0.485,,
['CN(C)C1CSSSC1'],0.054,,
['CC(=O)c1sc(C)nc1C'],0.085,,
['COC1C(CCC2(CO2)C1C3(C)OC3CC=C(C)C)OC(=O)C=CC=CC=CC=CC(=O)O'],0.236,,
['CC1CN(CCN1)c2cc3N(C=C(C(=O)O)C(=O)c3cc2F)c4ccc(F)cc4F'],0.189,,
['CCOC(=O)Nc1ccc2Sc3ccccc3N(C(=O)CCN4CCOCC4)c2c1'],0.159,,
['CCN(CC)C(=O)C'],0.030,,
['CCCc1nn(C)c2c(O)nc(nc12)c3cc(ccc3OCC)S(=O)(=O)N4CCN(C)CC4'],0.139,,
['CCOC(=O)CC(=O)c1cc(F)c(Cl)nc1Cl'],0.110,,
['CN(C)CCCN1c2ccccc2Sc3ccc(cc13)C(=O)C'],0.145,,
['CC(Cc1ccccc1)NCc2ccccc2Cl'],0.091,,
['Oc1c(Cl)ccc(Cl)c1Cl'],0.166,,
['Cc1cccc2nccnc12'],0.169,,
['O=C1CCC(C2CCN(Cc3ccccc3)CC2)(C(=O)N1)c4ccccc4'],0.191,,
['CCCCCCCC=O'],0.037,,
['CC(=O)OC(c1ccccc1)C(Cl)(Cl)Cl'],0.073,,
['CNCc1cc(F)ccc1Oc2ccc(Cl)c(Cl)c2'],0.181,,
['CC(=O)OC1CC2CCC1(C)C2(C)C'],0.236,,
['Nc1ncnc(Nc2ccc(Cl)cc2)n1'],0.125,,
['CC(C)(C)CC(C)(C)c1ccc(OCCO)cc1'],0.042,,
['CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO'],0.046,,
['CCCC(=O)C(=O)O'],0.025,,
['CCC(C)N1C(=O)NC(=C(Br)C1=O)C'],0.082,,
['CCCc1c2OC(=CC(=O)c2cc3C(=O)C=C(N(CC)c13)C(=O)O)C(=O)O'],0.193,,
['NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O'],0.129,,
['BrCC=CCBr'],0.031,,
['C1CCC2(CCCCO2)OC1'],0.149,,
['CCCCCCCCCCCCCCBr'],0.057,,
['[O-][N+](=O)c1ccc(Cl)cc1'],0.087,,
['CC(=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CC(O)CC1(C)C)C=CC=C(C)C=CC2C(=CC(O)CC2(C)C)C'],0.149,,
['OCC#CCO'],0.028,,
['Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl'],0.283,,
['CC(=O)NCCCS(=O)(=O)O'],0.009,,
['Cc1cccc(c1C(=O)O)[N+](=O)[O-]'],0.097,,
['CN1C(=C(O)c2sccc2S1(=O)=O)C(=O)Nc3ccccn3'],0.227,,
['Cc1ccccc1S(=O)(=O)N'],0.042,,
['CCCCOCC1CO1'],0.059,,
['Cc1cc(ccc1[N+](=O)[O-])C(=O)O'],0.085,,
['CCCCC1CCC(=O)O1'],0.077,,
['COC(=O)C1(C)CCCC2(C)C3CCC(=CC3=CCC12)C(C)C'],0.290,,
['CC(=O)c1ccc2CCCCc2c1'],0.144,,
['CCN(CC)c1c(cc(c(N)c1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]'],0.137,,
['CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO'],0.047,,
['CC(C)COC=C'],0.019,,
['FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F'],0.268,,
['[O-][N+](=O)c1cc(Cl)c(Cl)c(Cl)c1Cl'],0.164,,
['CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(c1)[N+](=O)[O-]'],0.100,,
['OC(=O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)c1ccccc1'],0.040,,
['CN(C)C(=S)SSC(=S)N(C)C'],0.040,,
['COc1ccc2Sc3ccccc3N(CC(C)CN(C)C)c2c1'],0.137,,
['NC(=S)C(=S)N'],0.028,,
['Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C'],0.092,,
['Cc1ccc(N)cc1[N+](=O)[O-]'],0.092,,
['CCC(=O)OC1CC2CCC1(C)C2(C)C'],0.251,,
['CC(C)C1CCC(C)CC1O'],0.081,,
['CCC(C)O'],0.010,,
['CN(Cc1ccc2nc(C)nc(O)c2c1)c3ccc(s3)C(=O)NC(CCC(=O)O)C(=O)O'],0.122,,
['ClCC(=O)C(Cl)Cl'],0.029,,
['CC1CCC23CCC(=O)C2C1(C)C(CC(C)(C=C)C(O)C3C)OC(=O)CO'],0.325,,
['CC(=Cc1ccccc1)C=C2SC(=S)N(CC(=O)O)C2=O'],0.148,,
['CC(OC1OCCN(CC2=NC(=O)N=N2)C1C3CCC(F)CC3)c4cc(cc(c4)C(F)(F)F)C(F)(F)F'],0.169,,
['BrCCCCCBr'],0.036,,
['CCCCC(CC)COC(=O)c1ccc(cc1)C(=O)OCC(CC)CCCC'],0.095,,
['CCCCCCCCCCCC'],0.049,,
['CCCCCCC(=O)O'],0.025,,
['CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC'],0.117,,
['C1c2ccccc2c3ccccc13'],0.321,,
['COc1ccc(C=O)cc1OC'],0.146,,
['ClC=CC[N+]12CN3CN(CN(C3)C1)C2'],0.066,,
['OC1=C(O)C(=O)C1=O'],0.177,,
['COc1ccc(O)cc1'],0.105,,
['OS(=O)(=O)c1cc(Cl)c(Cl)cc1Cl'],0.060,,
['CCCCCCCCC(=O)OCC(C)OC(=O)CCCCCCCC'],0.053,,
['COC1CN(CCCOc2ccc(F)cc2)CCC1NC(=O)c3cc(Cl)c(N)cc3OC'],0.154,,
['Nc1cccc(c1)S(=O)(=O)O'],0.037,,
['CCOC(=O)OCC'],0.028,,
['OC(C(=O)c1ccccc1)c2ccccc2'],0.151,,
['CC(C)OC(=O)c1ccccc1C(=O)OC(C)C'],0.077,,
['CON=C(C(=O)NC1C2SCC(=C(N2C1=O)C(=O)O)Cn3cc[n+]4ncccc34)c5nsc(N)n5'],0.226,,
['COC(=O)CSc1cc(N=C2SC(=O)N3CCCCN23)c(F)cc1Cl'],0.158,,
['CNC(=O)ON=CC(C)(C)S(=O)(=O)C'],0.028,,
['CC(N)C(O)c1cccc(O)c1'],0.075,,
['CC(=C)C(=O)OCCOP(=O)(O)OCCOC(=O)C(=C)C'],0.036,,
['CCCCCCCCC1CO1'],0.079,,
['O=C1CCO1'],0.050,,
['OC(=O)c1ccccc1[N+](=O)[O-]'],0.090,,
['C1CN=C(N1)c2ccc3ccccc3c2'],0.235,,
['CC(=O)OC(CC(=O)O)C[N+](C)(C)C'],0.013,,
['C(NCc1ccccc1)c2ccccc2'],0.082,,
['CCN(Cc1cccc(c1)S(=O)(=O)O)c2ccccc2'],0.074,,
['NCCCC(N)CC(=O)NC1CNC(=O)C(NC(=O)C(=CNC(=O)N)NC(=O)C(CO)NC(=O)C(CO)NC1=O)C2CC(O)N=C(N)N2'],0.065,,
['CC(=O)OC1CCC2C3CCC4(C)C(CCC4(OC(=O)C)C#C)C3CCC2=C1'],0.318,,
['Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)cc1'],0.157,,
['CC1CC(=O)C=C2CCC(CC12C)C(=C)C'],0.220,,
['CN1CCC(CC1)N(Cc2cccs2)c3ccccc3'],0.138,,
['O=C(OOC(=O)c1ccccc1)c2ccccc2'],0.144,,
['Cc1ccnc2ccccc12'],0.183,,
['COc1ccc(CN(CCN(C)C)c2ccccn2)cc1'],0.086,,
['COc1cc2c(oc3ccccc23)cc1N'],0.338,,
['CCOP(=S)(OCC)SCN1C(=O)Oc2cc(Cl)ccc12'],0.134,,
['CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)c3c(C)cc4c(C(C)C)c(O)c(O)c(C=O)c4c3O'],0.326,,
['OCC1CCC(CO)CC1'],0.077,,
['CC1=C(C=O)C(C)(C)CCC1'],0.113,,
['CCCCC(CC)COC(=O)C=C'],0.054,,
['CCNc1nc(NC(C)C)nc(SC)n1'],0.049,,
['CC(=O)OC1C2OC(=O)C(OC(=O)C)C2OC1=O'],0.134,,
['CC=C1CC2CC1C=C2'],0.238,,
['Cc1cccc(c1C)[N+](=O)[O-]'],0.090,,
['COc1ccc(cc1OC)C(=CC(=O)N2CCOCC2)c3ccc(Cl)cc3'],0.201,,
['NS(=O)(=O)Cc1noc2ccccc12'],0.070,,
['CCC1(C(=O)NCNC1=O)c2ccccc2'],0.168,,
['CC(=O)NCCCCCC(=O)O'],0.020,,
['N#CCCCC(CCC#N)C#N'],0.064,,
['CC(=O)OCC1OC(OC2(COC(=O)C)OC(COC(=O)C)C(OC(=O)C)C2OC(=O)C)C(OC(=O)C)C(OC(=O)C)C1OC(=O)C'],0.080,,
['CCCC(=O)OCCC(C)CCC=C(C)C'],0.031,,
['Oc1ccc2C(=O)c3ccccc3C(=O)c2c1'],0.363,,
['Cc1ccc2C(=O)OC(=O)c2c1'],0.226,,
['CC(C)CC(N)C(=O)O'],0.016,,
['NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F'],0.187,,
['CC(CN1CCOCC1)C(C(=O)N2CCCC2)(c3ccccc3)c4ccccc4'],0.183,,
['Nc1on[n+](c1)N2CCOCC2'],0.085,,
['[O-][N+](=O)OCCNC(=O)c1cccnc1'],0.057,,
['CCCCCCCCCCCCCCCC[n+]1ccccc1'],0.074,,
['CC1OC(OC2C(O)C(O)C(OC3C(O)C(O)C(O)OC3CO)OC2CO)C(O)C(O)C1NC4C=C(CO)C(O)C(O)C4O'],0.166,,
['COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3'],0.208,,
['ICCc1ccccc1'],0.083,,
['CCCCCCCCCCCCCN1CC(C)OC(C)C1'],0.055,,
['COC1=CC(=O)CC(C)C12Oc3c(Cl)c(OC)cc(OC)c3C2=O'],0.377,,
['Fc1cccc(Cn2c(cc3cc(F)ccc23)C(=O)Nc4ccc5[nH]ccc5c4)c1'],0.267,,
['CCCCCCCCCCCCCCCCCCCCCC(=O)NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O'],0.101,,
['NC(=O)C(Cl)(Cl)Cl'],0.016,,
['OP(=O)(O)CN1C(=O)C(=O)Nc2cc(c(cc12)N3CCOCC3)C(F)(F)F'],0.090,,
['CCN(CC)c1ccc(cc1)N=Nc2ccccc2'],0.147,,
['CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F'],0.184,,
['CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1'],0.148,,
['Brc1ccc(Oc2ccc(Br)cc2Br)c(Br)c1'],0.234,,
['CC(=CCCC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C)C'],0.035,,
['Cc1ccccc1N=C(N)N=C(N)N'],0.088,,
['CCCC(=O)O'],0.015,,
['CC(C)C(N)C(=O)O'],0.018,,
['CC(CC1=CC(=CC(=O)N1O)C)CC(C)(C)C'],0.040,,
['Oc1ccc2ccc3cccc4ccc1c2c34'],0.417,,
['CC(=CCCC(=CCCC(=CCCC(=O)OCC=C(C)CCC=C(C)C)C)C)C'],0.037,,
['COc1ccc(OC)c(c1)C(O)C(C)N'],0.106,,
['Oc1ccc(CCNCCCCCCNCCc2ccccc2)cc1O'],0.079,,
['COc1ccc(CNCC(O)COc2ccc3nc(O)ccc3c2)cc1OC'],0.146,,
['OC(=O)c1c(O)c(nc2ccccc12)c3ccccc3'],0.257,,
['CCC(=CC(=NO)C(=O)N)C(C)[N+](=O)[O-]'],0.068,,
['CC(=O)O'],0.005,,
['Fc1cccc(Cl)c1CCl'],0.134,,
['CC(O)CN(C)C'],0.007,,
['CC(O)C1C2C(C)C(=C(N2C1=O)C(=O)O)SC3C[n+]4cncn4C3'],0.232,,
['OC(=O)CCc1nc2ccccc2[nH]1'],0.104,,
['Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl'],0.171,,
['OC(C(Cc1ccccc1)NC(=O)c2cc3cc(Cl)ccc3[nH]2)C(=O)N4CC(O)C(O)C4'],0.156,,
['Clc1ccc(Nc2nnc(Cc3ccncc3)c4ccccc24)cc1'],0.229,,
['CCCCC(=O)OC1CCC2C3CCc4cc(O)ccc4C3CCC12C'],0.304,,
['CCSC(=O)N(CC(C)C)CC(C)C'],0.020,,
['BrCC1CO1'],0.070,,
['CCCN(CCC)c1c(cc(cc1[N+](=O)[O-])S(=O)(=O)N)[N+](=O)[O-]'],0.065,,
['CCC1(Cc2ccccc2C1)c3c[nH]cn3'],0.249,,
['CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc2ccccc2'],0.076,,
['COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC'],0.193,,
['Oc1ccc2Cc3ccccc3c2c1'],0.318,,
['C[N+]1(C)C2CCC1CC(C2)OC(=O)C(CO)c3ccccc3'],0.185,,
['CCCCCCCCS'],0.041,,
['COc1cc(CC=C)cc2OCOc12'],0.246,,
['CC(=CCCC(=CC=NO)C)C'],0.034,,
['CCOC(=O)C=C(C)C=CCC(C)CCCC(C)C'],0.044,,
['Nc1cccnc1'],0.068,,
['CC1=CCCC2(C)OC2C3OC(=O)C(=C)C3CC1'],0.284,,
['CC(C)OP(=O)(F)OC(C)C'],0.015,,
['OC(=O)C1=C(C[n+]2ccccc2)CSC3C(NC(=O)Cc4cccs4)C(=O)N13'],0.178,,
['Cc1c(cccc1N=C=O)N=C=O'],0.131,,
['NC#N'],0.027,,
['Nc1c(Br)cc(Br)cc1CNC2CCC(O)CC2'],0.120,,
['COc1ccc(COC=O)cc1'],0.097,,
['CC(C(=O)O)c1ccc2Oc3ncccc3Cc2c1'],0.209,,
['COc1ccccc1N2CCN(CCCC(=O)c3ccc(F)cc3)CC2'],0.134,,
['COc1cc(C)c(Cc2cnc(N)nc2N)cc1OC'],0.165,,
['CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCN(C)CC3'],0.145,,
['BrCC(=O)c1ccccc1'],0.093,,
['CN(C)c1ccc(cc1)C(=C2C=CC(=[N+](C)C)C=C2)c3c(O)c(cc4cc(ccc34)S(=O)(=O)O)S(=O)(=O)O'],0.140,,
['OC(=O)CCC(=O)c1ccc(cc1)c2ccccc2'],0.121,,
['CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1'],0.050,,
['CCCCCCCCN1SC=CC1=O'],0.073,,
['CC1=C(CC=O)C(C)(C)CCC1'],0.098,,
['ClCC(Cl)C=C'],0.032,,
['ClCc1cccnc1'],0.074,,
['CC(=O)OCCCc1ccccc1'],0.058,,
['CC1CCC(=O)C1=O'],0.095,,
['COC(=C1C(C(=C(C)N=C1C)C(=O)OC(C)C)c2cccc3nonc23)O'],0.240,,
['OC1=C(O)C(=O)C(=C(O)C1=O)O'],0.274,,
['COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O'],0.186,,
['NS(=O)(=O)O'],0.001,,
['CCOC(=C1C(C(=C(C)N=C1C)C(=O)OC)c2cccc(Cl)c2Cl)O'],0.239,,
['CCCC(C)(COC(=O)N)COC(=O)N'],0.030,,
['CC(=O)OC1CN2CCC1CC2'],0.098,,
['CCC(C)c1cccc(C(C)CC)c1O'],0.118,,
['COc1c(N2CC3CCCNC3C2)c(F)cc4C(=O)C(=CN(C5CC5)c14)C(=O)O'],0.253,,
['CC1OCCC1=O'],0.067,,
['CCCCCCCCCC(CC)c1ccc(cc1)S(=O)(=O)O'],0.062,,
['COc1cc2c(CCNC23CSC4C5C6N(C)C(Cc7cc(C)c(OC)c(O)c67)C(O)N5C(COC3=O)c8c9OCOc9c(C)c(OC(=O)C)c48)cc1O'],0.337,,
['c1ccc2c(c1)[nH]c3cnccc23'],0.301,,
['CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2'],0.088,,
['CC1(C)C2CCC(=C)C1C2'],0.264,,
['CN1CCCC(CC2c3ccccc3Sc4ccccc24)C1'],0.212,,
['COC(=O)NN'],0.021,,
['CCC(C)(CCC(C)C)C(=O)OC=C'],0.053,,
['CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC'],0.057,,
['Clc1ccc2Oc3ccccc3N=C(N4CCNCC4)c2c1'],0.241,,
['CC(=O)OCCC1CCCCC1'],0.058,,
['COc1cc2CCC(=O)c2cc1OC'],0.239,,
['CN=C(N)NCCCC(N)C(=O)O'],0.029,,
['NCCCC(N)(C(F)F)C(=O)O'],0.057,,
['CCCCCl'],0.024,,
['NNS(=O)(=O)c1ccc(Oc2ccc(cc2)S(=O)(=O)NN)cc1'],0.075,,
['OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O'],0.198,,
['CC1CC2=C(CCC(=O)C2)C3CCC4(C)C(CCC4(O)C#C)C13'],0.405,,
['CNNCc1ccc(cc1)C(=O)NC(C)C'],0.049,,
['OCCN1CC(O)C(O)C(O)C1CO'],0.073,,
['OCCCCC(O)CO'],0.025,,
['CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)OC2)c3ccccc3'],0.161,,
['COc1ccc(cc1N)[N+](=O)[O-]'],0.116,,
['CCC(=O)C(=O)CC'],0.034,,
['CN(C)c1nc(nc(n1)N(C)C)N(C)C'],0.045,,
['CC(C)C1(C)N=C(NC1=O)c2nc3ccccc3cc2C(=O)O'],0.205,,
['COc1cc(N)ccc1C'],0.111,,
['Fc1c(F)c(F)c(Br)c(F)c1F'],0.236,,
['FC(F)(F)c1cccc(C(=O)NC(C2CCCCN2)c3ccccc3)c1Cl'],0.165,,
['CCN(CC)C(=O)C(C)Oc1cccc2ccccc12'],0.164,,
['OC(=O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1'],0.185,,
['CN1CCCCC1CCN2c3ccccc3Sc4ccc(cc24)S(=O)C'],0.183,,
['CCN(CC)CCNC(=O)C1C(=NC(=C1C)C=C2C(=O)Nc3ccc(F)cc23)C'],0.193,,
['OCCN1CCN(CCC(=O)N2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1'],0.145,,
['OS(=O)(=O)c1cccc(c1)[N+](=O)[O-]'],0.041,,
['Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl'],0.109,,
['CN(C)CCCCCCN(C)C'],0.018,,
['C1CN(CCO1)p2(np(np(n2)(N3CC3)N4CC4)(N5CC5)N6CC6)N7CC7'],0.166,,
['Oc1ccc(Nc2ccccc2)cc1'],0.153,,
['Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl'],0.275,,
['CC1(C)SC(C)(C)SC(C)(C)S1'],0.046,,
['ClC(=O)c1cccc(c1)C(=O)Cl'],0.090,,
['COP(OC)OC'],0.031,,
['CC=CCC=C'],0.031,,
['NCCc1cc(O)c(O)cc1O'],0.125,,
['COc1ccc(C=O)cc1O'],0.136,,
['O=C1NOC2=C1CCNC2'],0.109,,
['Cc1nc(C)c(Cl)c(O)c1Cl'],0.131,,
['CCCC=C'],0.027,,
['CC[n+]1c(c2ccccc2)c3cc(N)ccc3c4ccc(N)cc14'],0.294,,
['CCN1C=C(C(=O)O)C(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c12'],0.158,,
['OCC(CO)(CBr)CBr'],0.032,,
['NC1=NC(=O)N(N=C1)C2OC(CO)C(O)C2O'],0.118,,
['NC(=N)Nc1ccc(cc1)C(=O)Oc2ccc3cc(ccc3c2)C(=N)N'],0.203,,
['OC(=O)c1cc(O)nc(O)n1'],0.075,,
['CON=C(C(=O)NC1C2SCC(=C(N2C1=O)C(=O)O)C[n+]3cccc4CCCc34)c5csc(N)n5'],0.244,,
['[O-][N+](=O)c1ccc(C=O)cc1'],0.094,,
['CCc1ccc(Br)cc1'],0.088,,
['C=CC1CCC=CC1'],0.093,,
['C(C(C1CCCCC1)C2CCCCC2)C3CCCCN3'],0.172,,
['CCOC(=O)C1=NN(C(=O)C1)c2ccccc2'],0.156,,
['CCc1ccc(cc1)C(C(Cl)Cl)c2ccc(CC)cc2'],0.156,,
['CCC1(CC)C(=O)NC=CC1=O'],0.169,,
['CN(C)CCC=C1c2ccccc2C(C)(C)c3ccccc13'],0.207,,
['CCc1cc(ccn1)C(=S)N'],0.101,,
['Cc1ccc(cc1)C(C)(C)c2ccc(C)cc2'],0.121,,
['CCCCCCC1CCCC(=O)O1'],0.077,,
['ClCc1ccccc1'],0.079,,
['CCC(C)COC(=O)CC(C)C'],0.022,,
['ClCC(=O)Cl'],0.013,,
['OCC1OC(OC2(CO)OC(O)C(O)C2O)C(O)C(O)C1O'],0.161,,
['CC1=CC(=O)N(O)C(=C1)C2CCCCC2'],0.148,,
['COc1cc(ccc1c2nc3ccc[nH]c3n2)S(=O)C'],0.198,,
['Cc1c(N)cccc1N'],0.104,,
['CCCCCCCCCCOC(=O)C'],0.039,,
['CNCCC(Oc1ccccc1OC)c2ccccc2'],0.143,,
['CN(C(=O)C)c1c(I)c(NC(=O)C)c(I)c(C(=O)O)c1I'],0.125,,
['CCCC(C)C(O)CC'],0.035,,
['CCCCCCCCC=CCCCCCCCC(=O)OC'],0.055,,
['CCCCN1CN(C)C=C1'],0.053,,
['CC(C)CCCCCCc1ccc(O)cc1'],0.065,,
['C(C1=NCCN1)c2ccccc2'],0.099,,
['BrCCBr'],0.020,,
['COc1cc(C)c(C=CC(=CC=CC(=CC(=O)O)C)C)c(C)c1C'],0.138,,
['CN1CCc2cc(Cl)c(O)cc2C3C1CCc4ccccc34'],0.270,,
['OC1CC(O)(CC(OC(=O)C=Cc2ccc(O)c(O)c2)C1O)C(=O)O'],0.168,,
['CC(O)C(NC(=O)C(C)C(O)C(C)NC(=O)C(NC(=O)c1nc(nc(N)c1C)C(CC(=O)N)NCC(N)C(=O)N)C(OC2OC(CO)C(O)C(O)C2OC3OC(CO)C(O)C(OC(=O)N)C3O)c4c[nH]cn4)C(=O)NCCc5nc(cs5)c6nc(cs6)C(=O)NCCCCN=C(N)N'],0.108,,
['OC(=O)CN1C(=O)c2cccc3cccc(C1=O)c23'],0.230,,
['CCN1N=C(C(=O)O)C(=O)c2cc3OCOc3cc12'],0.229,,
['O=S1(=O)OCCO1'],0.021,,
['CCOC(=O)c1cnc2cc(OCC(C)C)c(OCC(C)C)cc2c1O'],0.111,,
['NC(CO)C(=O)NNCc1ccc(O)c(O)c1O'],0.073,,
['COC(C1Cc2cc3cc(OC4CC(OC5CC(O)C(OC)C(C)O5)C(OC(=O)O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC6CC(OC7CC(OC8CC(C)(O)C(OC(=O)C)C(C)O8)C(O)C(C)O7)C(O)C(C)O6)C(=O)C(O)C(C)O'],0.209,,
['CN1C(CC(O)c2ccccc2)CCCC1CC(=O)c3ccccc3'],0.149,,
['CCCCCCCCCC(=O)O'],0.034,,
['CCC=CCCOC(=O)c1ccccc1O'],0.096,,
['N(N=Nc1ccccc1)c2ccccc2'],0.132,,
['CC(C)(O)C#CC(C)(C)O'],0.007,,
['Oc1cc(cc2cc(cc(N=Nc3ccc(Nc4ccccc4)c5c(cccc35)S(=O)(=O)O)c12)S(=O)(=O)O)S(=O)(=O)O'],0.115,,
['O=C1C(CCS(=O)c2ccccc2)C(=O)N(N1c3ccccc3)c4ccccc4'],0.208,,
['OC(=O)c1cc2ccccc2c(Cc3c(O)c(cc4ccccc34)C(=O)O)c1O'],0.267,,
['CCC(C)(C)C1CCCCC1OC(=O)C'],0.084,,
['OCCN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1'],0.143,,
['OC(C1CCNCC1)(c2ccccc2)c3ccccc3'],0.205,,
['OCC(COCC=C)(COCC=C)COCC=C'],0.048,,
['COc1cc(cc(OC)c1OC)C(=O)NCc2ccc(OCCN(C)C)cc2'],0.123,,
['CCN(CC)C(=O)c1cccnc1'],0.095,,
['NC(=O)C1(CCN(CCCN2c3ccccc3CCc4ccc(Cl)cc24)CC1)N5CCCCC5'],0.189,,
['CCN1CCN(C(=O)NC(C(=O)NC2C3SC(C)(C)C(N3C2=O)C(=O)O)c4ccccc4)C(=O)C1=O'],0.149,,
['CCSc1ccc2Sc3ccccc3N(CCCN4CCN(C)CC4)c2c1'],0.150,,
['CCOP(=O)(OCC)OCC'],0.033,,
['CC(CCc1ccc(O)cc1)NCC(O)c2ccc(O)cc2'],0.088,,
['CC(C(=O)O)c1ccc(cc1)N2Cc3ccccc3C2=O'],0.197,,
['CCC(C(=O)NC(=O)NC(=O)C)c1ccccc1'],0.071,,
['CC(OC(=O)C)OC(=O)C(C)c1ccc(c(F)c1)c2ccccc2'],0.132,,
['BrCC(Br)(Br)Br'],0.011,,
['Clc1cnc(Oc2ccc(Oc3ncc(Cl)cc3Cl)cc2)c(Cl)c1'],0.250,,
['Fc1ccc(Br)cc1'],0.095,,
['CN(C)C(=O)C(c1ccccc1)c2ccccc2'],0.138,,
['CC1CCC2C(C)(C)C3CC12CC(=C3C)C(=O)C'],0.373,,
['CCCCCCCCCCCC(=O)N(C)CC(=O)O'],0.040,,
['OCNC(=O)N(CO)C1N(CO)C(=O)N(CO)C1=O'],0.077,,
['Clc1cccc(Cl)c1NC2=NCCN2'],0.140,,
['Fc1ccc(OCCCN2CCC3(CC2)N(CNC3=O)c4ccccc4)cc1'],0.170,,
['CN1C(CCl)Nc2cc(Cl)c(cc2S1(=O)=O)S(=O)(=O)N'],0.080,,
['CN1CCC(CC1)OC(c2ccccc2)c3ccccc3'],0.141,,
['CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1'],0.048,,
['CNCC(O)C(O)C(O)C(O)CO'],0.029,,
['COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c2nc(C)nc(OC)n2'],0.093,,
['OC(=O)CCC(=O)O'],0.013,,
['C=CCOCC1CO1'],0.064,,
['Nc1cc(Cl)ccc1O'],0.120,,
['C1CCC(CC1)N=C=NC2CCCCC2'],0.115,,
['Oc1ccc(Sc2ccc(O)cc2)cc1'],0.158,,
['CC(=O)Nc1ccc(CC(=O)O)cc1'],0.053,,
['CC1OC(OC2C(O)C(OCCc3ccc(O)c(O)c3)OC(COC4OC(CO)C(O)C(O)C4O)C2OC(=O)C=Cc5ccc(O)c(O)c5)C(O)C(O)C1O'],0.199,,
['CC(=O)Nc1ccc(OC(=O)C)cc1'],0.066,,
['CC(C)(NC(=O)c1cc(Cl)cc(Cl)c1)C#C'],0.087,,
['Nc1c(I)cc(I)c(C(=O)N(CCC(=O)O)c2ccccc2)c1I'],0.172,,
